,page_url,image_url,tvshow_title,year,rating,director,actors,seasons,series,genres,country,description
778,https://www.imdb.com/title/tt14128884/,https://m.media-amazon.com/images/M/MV5BM2QyYzZkNDUtYzg3NC00ZjZkLWE1YWYtMzZlYjc1NGY4YjkyXkEyXkFqcGc@._V1_.jpg,Deyueru masutazu chaji,2004,,,"Kenji Hamada, Daisuke Ono, Jun Fukuyama, Mai Nakahara, Yumiko Kobayashi",1.0,5.0,"Action, Animation, Fantasy",Japan,"Eager to Own the Zone after 3 years training, Shobu and friends encounter the Fua Duelists in the Battle Arena Tournament. Their leader Zakira is a strong kaijudo duelist. Can they stop them and save Hakuoh, or will Shobu lose everything?"
779,https://www.imdb.com/title/tt1415247/,https://m.media-amazon.com/images/M/MV5BNWMxYzU4NWYtZmE1Zi00ZDVmLTlmODUtYzZiYWE2ZmRhMGI1XkEyXkFqcGc@._V1_.jpg,Spetsnaz II,2003,6.4,,"Aleksey Kravchenko, Aleksandr Baluev, Evgeniy Sidikhin, Vladislav Galkin, Igor Lifanov",,17.0,"Action, Adventure, Thriller",Russia,Another dangerous missions of Russian special forces.
780,https://www.imdb.com/title/tt14330150/,"https://m.media-amazon.com/images/M/MV5BZjRjZTJkMDItMDJlYi00ZDRhLWE4ZDgtY2JkYjY2YjJlN2JiXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",Da Yingxiong Di Qing,2003,,,,1.0,1.0,"Action, Adventure, Animation",China,The adventures of a young orphan who grows up to fulfill a prophecy to become his country's hero.
781,https://www.imdb.com/title/tt1433253/,https://m.media-amazon.com/images/M/MV5BMzcxMmJhMDgtNTM0NS00MjY3LTg3M2QtNzI1ZDMxZmY4MGE1XkEyXkFqcGc@._V1_.jpg,Fei dao you jian fei dao,2003,7.5,,"Ruby Lin, Julian Cheung, Jie Dong, Xin Gao, Cecilia Han",1.0,43.0,"Action, Drama, Romance",China,"The little girl (Cai Yue also known as Yue Shen) decides to live with her father - he is known to be the best swordsman there is. Xiao Li Fei Dao challenges him to a duel, but before that duel the little girls father was blinded and subsequently killed in the duel with Xiao Li Fei Dao. When Cai Yue found out that her father died (before he went to fight Xiao Li Fei Da...Read all"
782,https://www.imdb.com/title/tt1491939/,https://m.media-amazon.com/images/M/MV5BN2IwOTA4MWQtMmI2Ni00ODAxLWExYmItOWNkNzkxYTY1N2QxXkEyXkFqcGc@._V1_.jpg,Kamen raidâ Bureido,2004,7.8,Shôtarô Ishinomori,"Jûrôta Kosugi, Louie Paraboles, Kaori Yamaguchi, Takayuki Tsubaki, Ryôji Morimoto",1.0,49.0,"Action, Adventure, Drama",Japan,"Millions of years ago, species of animals fought on the Earth for dominance. These species were called the Undead, and humanity (somehow) won the great battle. In the present, someone carelessly released all the Undead, so it's up to 4 Kamen Riders to stop them. But by catching up to and sealing the Undead, things seem to get bleak. In a last ditch effort, the main ch...Read all"
783,https://www.imdb.com/title/tt1547413/,https://m.media-amazon.com/images/M/MV5BMzUxNTJhNDktZGUxNi00OWRjLWIwNTctODU3MGM3ZTcwMGE5XkEyXkFqcGc@._V1_.jpg,Tokyo andâguraundo,2002,6.5,,"Brad Swaile, Chantal Strand, Gabe Khouth, Rebecca Shoichet, David Kaye",1.0,26.0,"Action, Adventure, Animation",Japan,"In Tokyo, Rumina and Ginnosuke discover the Underground world of Elemental Users. Meeting Chelsea and Ruri, they embark on an adventure controlling Fire, Water, and other elements."
784,https://www.imdb.com/title/tt1552572/,https://m.media-amazon.com/images/M/MV5BZTE4NmE5MGYtOTAxMC00NmM3LWI3OTAtM2FlMzI1YjEzMzk3XkEyXkFqcGc@._V1_.jpg,Pandillas guerra y paz,2002,7.7,Gustavo Bolívar Moreno,"Ximena Salamanca, Natalia Reyes, Juan Sebastián Calero, Anderson Ballesteros, Jorge Monterrosa",1.0,2.0,Action,Colombia,"Chronicles the daily lives of Hispanic gangs. Shows good people who lost their way due to drugs, crime, lack of love and family unity or bad company. A priest and cop involve the gangs in a rehabilitation process leading to disarmament."
785,https://www.imdb.com/title/tt15702152/,https://m.media-amazon.com/images/M/MV5BMzVhZDBmMmMtZWRmMi00YzNlLTliYzUtZGM5MzRhMTFhYjc5XkEyXkFqcGc@._V1_.jpg,Rokkuman eguze,2002,,,Akiko Kimura,1.0,4.0,"Action, Adventure, Animation",Japan,
786,https://www.imdb.com/title/tt1594952/,https://m.media-amazon.com/images/M/MV5BNGE4MjQxNzQtZTNjNi00ZDZiLThjZmMtMGMzNGViNjdhNjgxXkEyXkFqcGc@._V1_.jpg,PaRappa rappa,2001,7.9,"Rodney Alan Greenblat, Masaya Matsuura","Miyu Irino, Ken'ichi Suzumura, Mika Kanai, Akiko Kobayashi, Masami Kikuchi",3.0,30.0,"Action, Animation, Comedy",Japan,A young rapping dog and his crazy friends go on various adventures.
787,https://www.imdb.com/title/tt16125624/,https://m.media-amazon.com/images/M/MV5BZjU1YWNjNzEtYmQ5Yi00YjRlLWFlMmItMDFhZTllMDZhMTlmXkEyXkFqcGc@._V1_.jpg,Starship Exeter,2002,4.9,,"Jimm Johnson, Joshua Caleb, Michael Buford, Holly Guess, Patrick Scullin",1.0,7.0,"Action, Adventure, Drama",United States,"""Starship Exeter"" is a Star Trek fan-film project."
788,https://www.imdb.com/title/tt1630165/,https://m.media-amazon.com/images/M/MV5BYTJiNWIzZDEtNDhmNi00MmM4LTkxNjgtMjM3MTQ2YTdjOWZlXkEyXkFqcGc@._V1_.jpg,Namjaui hyanggi,2003,,,"Kim Dong-hyeon, Ahn Jae-mo, Han Da-gam, Kim Jung-hyun, Jung Chan",1.0,18.0,"Action, Drama, Romance",South Korea,"A step-sister falls in love with her step-brother and vice versa. One day, she meets a guy and marries but still does not love him. ... Unhappy fate starts."
789,https://www.imdb.com/title/tt1634548/,https://m.media-amazon.com/images/M/MV5BYWUzNDA2OWQtOTNhYy00ZDUzLThmMWItZjI3OWQ1ZDJmZmJmXkEyXkFqcGc@._V1_.jpg,Shinkon gattai Godannar!!,2003,7.0,Yasuchika Nagaoka,"Hilary Haag, Brett Weaver, Mai Nakahara, Mamiko Noto, Takayuki Kondô",1.0,26.0,"Action, Animation, Comedy",Japan,"Go and Anna have to join the fight against aliens, on their wedding day."
790,https://www.imdb.com/title/tt1794143/,https://m.media-amazon.com/images/M/MV5BZmNkN2Q3YzQtZGFiYi00NzE0LTgyYWMtM2UyNWQ0NjI3YmMzXkEyXkFqcGc@._V1_.jpg,Haja Kyosei Gureito Dangaioh,2001,5.5,,"Ayako Kawasumi, Masumi Asano, Chihiro Suzuki, Charmaine Cordoviz, Neil Yu",1.0,13.0,"Action, Adventure, Animation",Japan,"In Japan, a bright light blasted up from the ground, people argued what it was, a little girl named Miya is the only one who knows the truth about the light. Now, ten years later, robots have showed up and started destroying the Earth, these robots are called the EX Tartaro. But a good team of robots called Dangaioh want to save the earth."
791,https://www.imdb.com/title/tt18556012/,https://m.media-amazon.com/images/M/MV5BMzJiMTIzMDItNGViNS00YWYzLWIwODMtN2NhMzVkNDhiMmRjXkEyXkFqcGc@._V1_.jpg,Lian Cheng Jue,2004,6.6,,"Yue Wu, Chunhua Ji, Liu Xiao Ling Tong, Zhiguo Du, Chenghui Yu",,1.0,Action,China,
792,https://www.imdb.com/title/tt1867710/,https://m.media-amazon.com/images/M/MV5BMTNlOGE2NGItMWVlZi00MTk4LWJhZjAtN2VhYzQ1OTMxNGNhXkEyXkFqcGc@._V1_.jpg,Gekito! Kurasshugia turbo,2001,7.5,,"Jun Fukuyama, Chika Sakamoto, Kenji Nojima, Akira Sasanuma",1.0,2.0,"Action, Animation, Comedy",Japan,Kouya Marino is a young boy who is a big fan of 'Crush Gear' wants to be a world champion.
793,https://www.imdb.com/title/tt1934108/,https://m.media-amazon.com/images/M/MV5BODc1Y2JhNDYtNTdkYi00N2RhLWIwODAtM2EyZmMyNDg2MzMzXkEyXkFqcGc@._V1_.jpg,Ultraman Cosmos,2001,7.7,,"Yûki Satô, Daisuke Shima, Hiroshi Isobe, Hiroyuki Satô, Taiyô Sugiura",1.0,65.0,"Action, Adventure, Comedy",Japan,"One time a bunch of light particles named ""Chaos Header"" come to earth and taken possession of monsters and use them to destroy the earth, but there is a giant named Ultraman Cosmos come to save the earth and uniting with Musashi Haruno."
794,https://www.imdb.com/title/tt1973784/,"https://m.media-amazon.com/images/M/MV5BZjFmNmI5NTYtOGI3Ni00M2Y0LThmNTgtOTZjYzNhMzliYjQxXkEyXkFqcGc@._V1_QL75_UY140_CR18,0,140,140_.jpg",Star Ticket,2002,,,"David Oliver, Jemma Forte",,1.0,"Action, Family, Game-Show",United Kingdom,Auditioning 5000 young hopefuls to create a band and then documenting their story and performance at the Disney Channel Kids Awards 2002.
795,https://www.imdb.com/title/tt2041239/,"https://m.media-amazon.com/images/M/MV5BMDU4ZmM1NjYtNGY2MS00NmE1LThiMzAtNzU3NWZhYmM0ZjgxXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",Total Adventure,2004,,,,,,Action,United Kingdom,
796,https://www.imdb.com/title/tt20447614/,https://m.media-amazon.com/images/M/MV5BYTBhOGFjMWItMGY0NS00ZTU4LTgyODktYzMyMDBiZWM1Nzk4XkEyXkFqcGc@._V1_.jpg,Bendee Stick,2002,8.0,,"Alex Farmer, Thomas Ridgewell, Edd Gould, Microsoft Sam, Matt Hargreaves",1.0,9.0,Action,United Kingdom,After a nuclear accident Edd Gould becomes a crime fighting stick figure named Bendee Stick
797,https://www.imdb.com/title/tt2061110/,https://m.media-amazon.com/images/M/MV5BMTE1YTVhOWItZjZkNy00ZTYwLTkwZTAtZDAzNWRiZjI1MmE5XkEyXkFqcGc@._V1_.jpg,Hae-sin,2004,7.9,,"Kim Kap-su, Bae Soo-bin, Lee Jae-yong, Lee Won-jong, Park Yeong-gyu",1.0,51.0,"Action, Drama, History",South Korea,"Jang Bo Go, a Shilla slave sold to China during Tang Dynasty, trains as a gladiator-slave. Overcoming adversity, he returns home and becomes a successful sea merchant battling pirates plaguing maritime trade routes."
798,https://www.imdb.com/title/tt2072604/,https://m.media-amazon.com/images/M/MV5BNWVmMDdlMDUtMzhkMy00OGY1LWJjMzktZmY1MTc4MTU3ZDViXkEyXkFqcGc@._V1_.jpg,Madness Combat,2002,8.4,,,3.0,33.0,"Action, Animation, Horror",United States,"A wanted criminal aims to kill the sheriff but faces escalating obstacles like manic clowns, zombies, and vengeance-driven messiahs, while an even greater threat looms."
799,https://www.imdb.com/title/tt20867754/,https://m.media-amazon.com/images/M/MV5BYTkyZGE3ZjQtNzdlYS00NGZkLWJhMTMtNDU0NDJhMzAyZDQzXkEyXkFqcGc@._V1_.jpg,I farma,2002,,,"Ilias Valasis, Grigoris Arnaoutoglou, Tsila, Vasilis Laskos",,4.0,Action,Greece,
800,https://www.imdb.com/title/tt21111434/,"https://m.media-amazon.com/images/M/MV5BMDU4ZmM1NjYtNGY2MS00NmE1LThiMzAtNzU3NWZhYmM0ZjgxXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",Stick Slayer,2001,,,Ben Spurgin,,1.0,Action,United States,
801,https://www.imdb.com/title/tt2120450/,https://m.media-amazon.com/images/M/MV5BMjUwNWEyZDEtZDBkZC00N2E0LWFkODUtNWI4NzQxYmNhN2U2XkEyXkFqcGc@._V1_.jpg,Kikô sen&apos;nyo Rôran,2002,,"Toshiki Hirano, Shô Aikawa","Hiromi Konno, Sôichirô Hoshi, Makiko Ômoto, Miki Nagasawa, Masami Iwasaki",1.0,28.0,"Action, Animation, Drama",Japan,"When the secret occult society, Shiromorishuua, sends a huge monster to attack Tokyo, ASY, a peace-keeping organization in Japan, retaliates with a Gousen (metal fairy). ASY's Gousen annihilates the creature after driving it into open ocean. Although successful, a surprise attack follows. A girl, floating in midair and glowing with radiance, strikes with a beam of lig...Read all"
802,https://www.imdb.com/title/tt21294926/,https://m.media-amazon.com/images/M/MV5BNWIxMGEwNmItYjYxMC00MTA0LWIwOTMtMTg4ZWQ3NGNlNDY1XkEyXkFqcGc@._V1_.jpg,Ode to Gallantry,2002,,,"Jiajia Deng, Li Zhou, Jian Wu, Qilin Ji, Zhang Yamin",,3.0,Action,China,
803,https://www.imdb.com/title/tt21875558/,https://m.media-amazon.com/images/M/MV5BM2M4MmQ3MzgtMDRhMS00YzhlLWJmZGItMDkxYzI3YTQwZWY2XkEyXkFqcGc@._V1_.jpg,Drova,2002,,Dmitriy Chebotkov,,1.0,2.0,"Action, Animation, Comedy",Ukraine,Day-to-day adventures of a gas station attendant.
804,https://www.imdb.com/title/tt21954156/,https://m.media-amazon.com/images/M/MV5BZWNjYWRjYmItNDk5NS00ZDVlLWJkN2MtMmNjODFmODVjZTM0XkEyXkFqcGc@._V1_.jpg,Si da ming bu Dou jiang jun,2001,,,"Peter Ho, Yuan Nie, Xuebing Wang",,3.0,Action,China,
805,https://www.imdb.com/title/tt2238049/,https://m.media-amazon.com/images/M/MV5BYmMxOTQwYWItZTQyZi00ODIxLTg3YjktYTdjNzQ4ZjExODcyXkEyXkFqcGc@._V1_.jpg,Sumeba Miyako no Cosmos-sô suttoko taisen Dokkoidâ,2003,7.1,,"Brad Swaile, Nicole Oliver, Tabitha St. Germain, Daisuke Namikawa, Rie Kugimiya",1.0,12.0,"Action, Adventure, Animation",Japan,"A comedic Japanese novel series about a boy, Suzuo Sakurazaki, who is hired by a preteen space alien girl, Tanpopo, to try out an experimental new suit developed by the intergalactic toy company that she works for. Suzuo agrees to work for her since he is unemployed and needs the job to pay the rent. The suit gives him super powers, with which he fights bad guys and p...Read all"
806,https://www.imdb.com/title/tt22542864/,https://m.media-amazon.com/images/M/MV5BZTRiMWM5YzAtNTZlYy00Yjk2LTg4OTItMWU3ZTAzMGU3ZjhkXkEyXkFqcGc@._V1_.jpg,Senko 8,2001,,,"Dio Senko, Yojuani Guillaume, Zack Ben Adj, Ryan Kuni, Dragon Juio",10.0,1.0,"Action, Animation",Japan,
807,https://www.imdb.com/title/tt2328145/,https://m.media-amazon.com/images/M/MV5BZTEyODE2OWEtYjkyNS00ZmUwLThhZWYtZTZlY2ZjMDQzYjM0XkEyXkFqcGc@._V1_.jpg,Mobile Suit Gundam MS IGLOO: The Hidden One Year War,2004,6.1,,"Jun Fukuyama, Jôji Nakata, Hisao Egawa, Takaya Hashi, Hideo Ishikawa",1.0,3.0,"Action, Animation, Sci-Fi",Japan,"Jotunheim, a Principality of Zeon's space cargo ship, is tasked to test and evaluate various prototype weapons during the One Year War in the year of 0079 UC."
808,https://www.imdb.com/title/tt2338098/,"https://m.media-amazon.com/images/M/MV5BYzEwN2ZiZDEtOWNjYS00MDdlLTgxYTctZGNhMmFlZmEwMmJlXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,140_.jpg",Yuxue nan&apos;er,2003,,,"Winston Chao, Hua Yuan, Li Ma, Wenlun Wu, Jiming Chen",,8.0,"Action, Crime, Drama",China,
809,https://www.imdb.com/title/tt2371567/,https://m.media-amazon.com/images/M/MV5BMDMzMTczZWItYWI4Yi00YzkwLWI0ZjUtMmFjZWQxODRhZGZjXkEyXkFqcGc@._V1_.jpg,Bonus Stage,2003,7.5,Jeff Rowland,"Matt J. Wilson, Kira Buckland, Nick Tiner, David Kelly, Bryan Waterman",1.0,90.0,"Action, Animation, Comedy",United States,Three friends become the guinea pig of a brilliant inventor. The goal: to create the greatest webtoon of all time. They failed. Now witness the failure. BONUS STAGE.
810,https://www.imdb.com/title/tt2387912/,"https://m.media-amazon.com/images/M/MV5BMDU4ZmM1NjYtNGY2MS00NmE1LThiMzAtNzU3NWZhYmM0ZjgxXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",Dream Weaver,2004,,,John Geyston,,1.0,"Action, Short",United States,
811,https://www.imdb.com/title/tt2599758/,https://m.media-amazon.com/images/M/MV5BMWJmZTEzZDYtZDUxZS00YWRmLWE5MjQtNDU2ZDY1NjAwYWU5XkEyXkFqcGc@._V1_.jpg,Sadamitsu the Destroyer,2001,6.5,,"Sean Kenin, Kevin T. Collins, Shannon Conley, Tetsuya Iwanaga, Oliver Wyman",1.0,10.0,"Action, Animation, Sci-Fi",Japan,"A gang leader and a sentient alien helmet team up, literally, to become the Destroyer, the ultimate warrior against alien warriors!"
812,https://www.imdb.com/title/tt2613448/,"https://m.media-amazon.com/images/M/MV5BMTE5MTIxNTM1NV5BMl5BanBnXkFtZTYwOTMzNjc1._V1_QL75_UX140_CR0,8,140,140_.jpg",Robokop,2004,2.9,,Peter Weller,1.0,2.0,"Action, Animation, Sci-Fi",Ukraine,Robokop receives his weapon and tests it.
813,https://www.imdb.com/title/tt27991606/,https://m.media-amazon.com/images/M/MV5BOTkyZWY4ODAtZjg2Zi00MDEwLWJiODgtODcwMWZiN2Y5NDUxXkEyXkFqcGc@._V1_.jpg,Khon 2 Khom,2001,,,"Patiparn Pataweekarn, Katreeya English, Montree Jenuksorn, Pakjeela Wannasut, Kanchai Kumnoetploy",1.0,22.0,"Action, Drama, Romance",Thailand,
814,https://www.imdb.com/title/tt27991665/,https://m.media-amazon.com/images/M/MV5BMGM4M2M2NDktYzg1ZC00NjM0LWE3MjQtNjU5NGI2NGJmY2MxXkEyXkFqcGc@._V1_.jpg,Run! Rak Untarai,2001,,,"Nicole Theriault, Saksit Tangthong, Voravudh Niyomsub, Chanika Sucharitkul, Tipapha Chuenpradit",1.0,9.0,"Action, Comedy, Romance",Thailand,
815,https://www.imdb.com/title/tt28037310/,https://m.media-amazon.com/images/M/MV5BM2ZmOWIwMDItZWJiNy00NzVjLTkyNzItM2MxNGUyYzI0OTAzXkEyXkFqcGc@._V1_.jpg,Fah Pieng Din,2001,,,"Phutanate Hongmanop, Piyada Akaraseni, Supakit Tungtatsawat, Peerachai Poshyanon, Vichuda Pindum",1.0,11.0,"Action, Drama, History",Thailand,"Celica is the daughter of a wealthy family. Her father owns a big house and has lots of money. However, they are living in a small house at the country side and they plan to move. Tewada's family wants to go first to prepare the new house for Celica's family, which only includes her dad and herself. When Celica and her father are on their way to the new house, some as...Read all"
816,https://www.imdb.com/title/tt28101971/,https://m.media-amazon.com/images/M/MV5BNjhjNGIyMDUtMTUxYi00MTA0LWExOWYtMmVlMTBkOGViMzI0XkEyXkFqcGc@._V1_.jpg,Mang Korn Daew Dai,2004,,,"Saksit Tangthong, TAE, Nirut Sirichanya, Nusba Punnakanta, Sarucha Phongsongkul",1.0,26.0,"Action, Drama",Thailand,"The story follows Jang Hao and Liw's family triad after what happened in the ending of ""Hong Neur Mangkorn""."
817,https://www.imdb.com/title/tt28258953/,https://m.media-amazon.com/images/M/MV5BNmVjMTZjNmEtZTI4NC00Zjc2LWEzODQtNTllNmRmMGQwMDQ0XkEyXkFqcGc@._V1_.jpg,12 Rasee,2003,,,"Andrew Gregson, Pakkaramai Potranan, Trakarn Punthumlerdrujee, Sueangsuda Lawanprasert, Supravat Patamasoot",1.0,11.0,"Action, Drama, Mystery",Thailand,"A serial killer is on the loose. Police officer Jeng and his new rookie female partner are put on the case, but they always seem to be a step or two behind. The deeper they get into the case, the more dangerous it becomes for the people close to them. Will Jeng be able to stop the serial killer before falling deep into madness himself? Andrew Gregson's portrayal of Je...Read all"
818,https://www.imdb.com/title/tt2876930/,"https://m.media-amazon.com/images/M/MV5BMTc1MzcwMTQ3OV5BMl5BanBnXkFtZTYwMjc1ODY0._V1_QL75_UX140_CR0,13,140,140_.jpg",Call Me Cobra,2004,,"Jeff Bryan Davis, Dan Harmon","Kato Kaelin, Drew Carey",1.0,2.0,"Action, Comedy, Short",United States,
819,https://www.imdb.com/title/tt2881292/,https://m.media-amazon.com/images/M/MV5BZjNhNjkzZGQtOTdjNS00MTFlLWJlNjgtNDVlZjk0OWE2MDY0XkEyXkFqcGc@._V1_.jpg,Mars - Zhan Shen,2004,7.5,,"Vic Chou, Barbie Hsu, Chieh-kai Shiou, Megan Lai, Shone An",1.0,21.0,"Action, Drama, Romance",Taiwan,"An outgoing college student and a painfully shy classmate are drawn to each other, despite forces that try to keep them apart. Can their love survive their dark pasts and the secrets that still haunt them?"
820,https://www.imdb.com/title/tt2884344/,"https://m.media-amazon.com/images/M/MV5BMDU4ZmM1NjYtNGY2MS00NmE1LThiMzAtNzU3NWZhYmM0ZjgxXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",S.O.S. Fantome,2004,,"Christian Le Guilloux, Myke Chilian, Vatche Panos","Christian Le Guilloux, Myke Chilian, Vatche Panos, Sona Panos, Catherine Perkins",1.0,2.0,"Action, Comedy, Short",United States,
821,https://www.imdb.com/title/tt2957940/,https://m.media-amazon.com/images/M/MV5BZmM5OTQ4ZmYtMjdiOS00NDk2LWI1ZTEtM2Y1OTk4Zjg1MzczXkEyXkFqcGc@._V1_.jpg,The Fastest Samurai in the West,2003,,Sammy Primero,"Derek Mears, Rob Schrab, Matt Gourley, Amy Grabow, Dawn Cody",,11.0,"Action, Comedy, Short",United States,
822,https://www.imdb.com/title/tt2968732/,https://m.media-amazon.com/images/M/MV5BMTAyOWY1ZDItMThiMy00MWNmLTkyMmEtYzRlYjBjNTgyZTYwXkEyXkFqcGc@._V1_.jpg,Getto raido! Amu doraiba,2004,6.3,,"Kôji Yusa, Toshiyuki Toyonaga, Orion Pitts, Chris Cason, Kate Oxley",1.0,51.0,"Action, Adventure, Animation",Japan,"In a future world, the earth is besieged by ""bugchines"" or destructive mecha. To turn back this menace, warriors called AM Drivers are trained and armed with special weapons."
823,https://www.imdb.com/title/tt3075146/,"https://m.media-amazon.com/images/M/MV5BNGRkYzk3YjAtOWVjYi00ZTUxLWE2OWUtOGE3N2MwZTBmYTlkXkEyXkFqcGc@._V1_QL75_UX140_CR0,25,140,140_.jpg",Combat Club,2004,,,"Chris Jones, Andy Jones",1.0,1.0,Action,United Kingdom,
824,https://www.imdb.com/title/tt3123886/,https://m.media-amazon.com/images/M/MV5BNWRkMTRjNmItYWQ3Ny00OTJjLTliMmItNDBhOTJiZTZjZmU0XkEyXkFqcGc@._V1_.jpg,Beet the Vandel Buster,2004,6.8,,"John Paul Stevenson, Rie Kugimiya, Colleen Clinkenbeard, Todd Haberkorn, Luci Christian",2.0,77.0,"Action, Adventure, Animation",Japan,"The world is terrorized by demon lord Vandel and its brethren. A team of demon hunters known as Busters are world's only hope. They lose, but a young boy gets their weapons and trains to lead a new team of Busters against Vandel."
825,https://www.imdb.com/title/tt31407803/,"https://m.media-amazon.com/images/M/MV5BNGI1MThmNWQtYjM4NC00NTg1LWE5Y2EtM2M4MDVhMDk4MTk2XkEyXkFqcGc@._V1_QL75_UX500_CR0,26,500,281_.jpg",Pachislo Kizoku Gin,2001,,,"Kôsuke Toriumi, Naomi Kusumi, Kenji Nojima, Ryôka Yuzuki, Kinryû Arimoto",,10.0,"Action, Animation",Japan,"Ginya Otonashi is a college dropout who works part-time for a pachislot publishing company while aspiring to become a novelist. One day, Ginya comes across a secret organization and gets pulled into a competition to become #1 in ""Pachi Battle,"" which is all a part of the Slotseum, a pachislot competition."
826,https://www.imdb.com/title/tt3230692/,https://m.media-amazon.com/images/M/MV5BODA4YmQwNmYtYTk2OC00OTk5LTk5MGItMTk3YmJlNzM5NDJkXkEyXkFqcGc@._V1_.jpg,Heartlanders,2002,,,"Vincent Ng, Aaron Aziz, Tracy Tan, Steph Song, Desiree Siahaan",,11.0,"Action, Crime, Drama",Singapore,
827,https://www.imdb.com/title/tt33019525/,https://m.media-amazon.com/images/M/MV5BN2QwNDUzNWEtNGY4MC00ODEwLTlmM2QtZTY3Y2JjOWExMzBkXkEyXkFqcGc@._V1_.jpg,Kurasshu gia naitoro,2003,,,Yu Asakawa,,1.0,"Action, Adventure, Animation",Japan,
828,https://www.imdb.com/title/tt3389064/,https://m.media-amazon.com/images/M/MV5BZTVjZTVlNmMtOThjMi00NGU1LWI4ZmItYTliMDg0ZjlkYTAzXkEyXkFqcGc@._V1_.jpg,Hoissuru!,2002,8.0,,"Minako Komukai, Hiroki Takahashi, Masami Suzuki, Takeshi Maeda, Miki Haramoto",1.0,39.0,"Action, Animation, Drama",Japan,"Everybody has a dream, and for Shou Kazamatsuri, that dream is simple: he wants to be the best soccer player he can possibly be. Although he is not very good at the game and he's not very tall."
829,https://www.imdb.com/title/tt34258202/,https://m.media-amazon.com/images/M/MV5BMzY4M2IwYzYtNjkyYi00YmFlLTk2ODItZWMxY2E3ZDQ5YWI3XkEyXkFqcGc@._V1_.jpg,Ape Escape,2002,,,,,,"Action, Adventure, Animation",Japan,
830,https://www.imdb.com/title/tt34446944/,https://m.media-amazon.com/images/M/MV5BYTUzYWRiM2UtYzFlMS00YWU1LTliNWMtOTU5ODJlMjE0OGM4XkEyXkFqcGc@._V1_.jpg,Ling jing chuan qi,2004,,,"Monica Chan, Bo Yu",1.0,30.0,"Action, Drama, Fantasy",China,
831,https://www.imdb.com/title/tt35330369/,"https://m.media-amazon.com/images/M/MV5BOTgzOGM5YTUtZWE4MS00OTgwLTllZDctMTkwMTBmNzM1NzA3XkEyXkFqcGc@._V1_QL75_UX500_CR0,26,500,281_.jpg",The Big Three,2003,,,"Brody Hoffman, Issac Sethe, Franklin Dennis, Seth Catlett, Jaina Morales",2.0,15.0,"Action, Crime, Drama",United States,
832,https://www.imdb.com/title/tt3622312/,https://m.media-amazon.com/images/M/MV5BOTc2YjU2NWMtYjk0MC00MjVlLWJjN2UtNjVkNDAyMjFlMWJmXkEyXkFqcGc@._V1_.jpg,Genseishin Justirisers,2004,8.6,,"Tatsuya Isaka, Shiori Kanzaki, Eiichiro Suzuki, Hiromi Eguchi, Eri Ozawa",1.0,51.0,"Action, Adventure, Drama",Japan,"Justirisers involves a group of three people who were given the power to transform and don the Justirisers battle suits, powered by the Justicrystal which is sought by the forces of the Hadess Army under Kaizer Hadess."
833,https://www.imdb.com/title/tt37781912/,"https://m.media-amazon.com/images/M/MV5BNGI3MjgzYTYtZTZkYi00NThkLWEwMTgtOWUwMGU4ZjE1OWE3XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,140_.jpg",Corokke!,2003,,,"Takahiro Sakurai, Kenta Miyake, Rikiya Koyama, Ken'ichi Ogata, Sôichirô Hoshi",,31.0,"Action, Adventure, Animation",Japan,
834,https://www.imdb.com/title/tt3981658/,https://m.media-amazon.com/images/M/MV5BZWQyZTU5NjItMjQyMi00ZjZiLThiMTAtZGM1ZTg2MDBjNjk0XkEyXkFqcGc@._V1_.jpg,"New Crouching Tiger, Hidden Dragon",2004,4.8,,"Xinzhi Qiu, Huang Yi, Qinqin Jiang, Peter Ho, Zihan Chen",,1.0,"Action, Drama",Taiwan,"Yu Jiao-Long takes up kung fu with the former rebel master Jade Fox as a way to escape an undesirable arranged marriage, while simultaneously, sword master Li Mu-Bai falls in love with Yu Xiu-Lian when she arrives to avenge the murder of her parents. When the Green Destiny Sword turns up stolen, and the notorious female thief Jade Fox arrives to finish the ordeal, the...Read all"
835,https://www.imdb.com/title/tt4205412/,https://m.media-amazon.com/images/M/MV5BMTgyNTAzNjc1OV5BMl5BanBnXkFtZTgwNDYxMzY2NjE@._V1_.jpg,Al Hajjaj,2003,8.1,,"Eyad Nassar, Fethi Haddaoui, Abed Fahed, Nahed Halaby, Saba Mubarak",1.0,35.0,"Action, Biography, Drama",Jordan,"This is the biography of Al Hajjaj Bin Youssef AL Thaqafi, the distinguished character whom a lot controversy was raised around him during one of history's most turbulent eras."
