page_url,image_url,tvshow_title,year,rating,director,actors,seasons,series,genres,countries,description
https://www.imdb.com/title/tt0884766/,https://m.media-amazon.com/images/M/MV5BMmVkMjliZTMtNmQ2Mi00YWU5LWFiZjMtZDdjYmRmZDM1YWRjXkEyXkFqcGc@._V1_.jpg,The Dark Side of Porn,2005,7.1,,"Margaret Thatcher, John Simm, Ian Michie, Jan Wellmann, Walter Bohnacker, Luigi Chiappini",2,9,"Crime Documentary, Documentary",United Kingdom,Channel 4 presents a season of documentaries exploring the dark reality of the adult film industry.
https://www.imdb.com/title/tt0885435/,https://m.media-amazon.com/images/M/MV5BMTU2MDAyMjcwMV5BMl5BanBnXkFtZTgwOTU3NzkwMzE@._V1_.jpg,I Love New York,2007,4.8,"Mark Cronin, Cris Abrego","Tiffany Pollard, Kamal Givens, Ahmad Givens, Ezra Masters, Tiaunte Kelly, Dion Graham",Unknown,27,Reality TV,United States,"The show is a contest among 20 men to compete for the heart of New York, aka Tiffany Pollard. In the end, will she find her true love?"
https://www.imdb.com/title/tt0885761/,https://m.media-amazon.com/images/M/MV5BMTNhMDk4NDUtYzJkMy00N2MwLTk3MWUtMDFhOWFhNGNjM2Y3XkEyXkFqcGc@._V1_.jpg,Durham County,2009,7.2,"Laurie Finstad-Knizhnik, Janis Lundman, Adrienne Mitchell","Hugh Dillon, Helene Joy, Laurence Leboeuf, Greyston Holt, Cicely Austin, Patrick Labbé",3,18,"Action, Crime, Drama, Mystery, Thriller",Canada,"An extraordinary series with an electric, oppressive atmosphere. A spiral of violence, unhealthy manipulations and tortured characters, Durham County excels in the detective series genre."
https://www.imdb.com/title/tt0888280/,https://m.media-amazon.com/images/M/MV5BMDU1ZjFkMmYtMzgxZC00ZWY4LWI2M2QtZjQ1ZTMwM2ZiZmVjXkEyXkFqcGc@._V1_.jpg,The Naked Brothers Band,2007,3.6,Polly Draper,"Nat Wolff, Alex Wolff, Thomas Batuello, Allie DiMeco, David Levi, Qaasim Middleton",3,42,"Comedy, Family, Musical",United States,The lives of a tween rock band led by real-life singer-songwriting/musician brothers Nat and Alex Wolff.
https://www.imdb.com/title/tt0888357/,https://m.media-amazon.com/images/M/MV5BMjZhOWI3NjUtNjMzMS00MDgzLWI4NGQtNDM5ZDNjYWFmMWY4XkEyXkFqcGc@._V1_.jpg,Sin tetas no hay paraíso,2006,7.5,,"Diego Vásquez, Andrea López, Maria Adelaida Puerta, Patricia Ercole, Sandra Beltran, Nikolás Rincón",1,23,"Drama, Spanish",Colombia,"A woman (Puerta) decides to become a ""pre-paid"" prostitute to raise the required money for a surgery to increase her breast size, and that way, change her poor-life-style, her present and her future."
https://www.imdb.com/title/tt0890935/,https://m.media-amazon.com/images/M/MV5BZTAxODg3MjUtNjMyZC00MWViLTk0NWEtY2MzYTRhMDAxYzAyXkEyXkFqcGc@._V1_.jpg,Comics Unleashed,2006,4.3,,"Byron Allen, John Cramer, Darren Capozzi, Jon Lovitz, Alonzo Bodden, Andrew Bagg",Unknown,744,"Comedy, Stand-Up, Talk Show",United States,"Byron Allen and four of the most talented comedians take center stage to share stories, tell jokes, and bring the biggest laughter to television. It's entertaining. It's unpredictable. It's undeniably hilarious. It's Comics Unleashed."
https://www.imdb.com/title/tt0891374/,https://m.media-amazon.com/images/M/MV5BMTZlNTM5OWEtNDljNS00MDAwLThiZWItMjlkYjhjYzQ2MDVkXkEyXkFqcGc@._V1_.jpg,Dickinson's Real Deal,2006,5.5,,"David Dickinson, Mike Melody, Ian Towning, David Ford, Karen Dalmeny, Rob Bingham",Unknown,81,Reality TV,United Kingdom,A trio of antique dealers decide whether to make offers for people's possessions or allow the owners to take a risk at auction.
https://www.imdb.com/title/tt0892187/,https://m.media-amazon.com/images/M/MV5BNzkyYTFhMjQtYzU5Ny00NzE0LTlmMWYtMGE4YzdlN2Q5NWM1XkEyXkFqcGc@._V1_.jpg,Het huis Anubis,2006,7.5,,"Loek Beernink, Iris Hesseling, Walter Crommelin, Vincent Banic, Sven de Wijn, Lucien van Geffen",4,404,"Adventure, Drama, Dutch, Family, Mystery, Thriller","Netherlands, Belgium",A group of boarding school students embark on the search for a treasure when one of them discovers a long hidden secret in the attic.
https://www.imdb.com/title/tt0892535/,https://m.media-amazon.com/images/M/MV5BZjc3MDBmNTQtY2I1ZC00YTI2LWE3MGItODM3ODE3NTIyOTIzXkEyXkFqcGc@._V1_.jpg,Eli Stone,2008,7.7,"Greg Berlanti, Marc Guggenheim","Jonny Lee Miller, Natasha Henstridge, Loretta Devine, Matt Letscher, Sam Jaeger, James Saito",2,26,"Comedy, Drama, Fantasy, Legal Drama, Musical, Supernatural Fantasy",United States,"San Francisco lawyer Eli Stone begins to see things, which leads him to discover a brain aneurysm. But his visions lead him to accept cases with little monetary gain but a lot of moral goodness."
https://www.imdb.com/title/tt0892700/,https://m.media-amazon.com/images/M/MV5BM2JjZTNhMWYtN2M3ZC00MThkLWFlODAtNTdiM2I1N2U0N2MwXkEyXkFqcGc@._V1_.jpg,The Penguins of Madagascar,2008,7.5,"Eric Darnell, Tom McGrath","Tom McGrath, John DiMaggio, Jeff Bennett, James Patrick Stuart, Andy Richter, Danny Jacobs",3,95,"Action, Adventure, Animal Adventure, Animation, Comedy, Computer Animation, Farce, Quirky Comedy, Slapstick, Urban Adventure","United States, New Zealand",The daily adventures of penguins living in New York's Central Park Zoo.
https://www.imdb.com/title/tt0892861/,https://m.media-amazon.com/images/M/MV5BMDQ3NWRmOGUtM2U3NS00NTE3LWI0ZGUtYTRhZmNmNzk0MzRjXkEyXkFqcGc@._V1_.jpg,The Wallflower,2006,7.3,Tomoko Hayakawa,"Vic Mignogna, Brittney Karbowski, Jessie James Grelle, Greg Ayres, Chris Patton, Brett Weaver",1,25,"Animation, Anime, Comedy, Dark Comedy, Japanese, Romantic Comedy, Shōjo, Slapstick, Teen Comedy, Teen Romance",Japan,Four handsome boys are confronted with a horrifying challenge: transform their benefactor's niece - a paranoid goth girl with a horror movie obsession - into a beautiful lady or start paying rent.
https://www.imdb.com/title/tt0896228/,https://m.media-amazon.com/images/M/MV5BYjJlZDRlNjUtZGRjNS00YjBjLWFkYjEtZDU0OTM2OWY3NDIxXkEyXkFqcGc@._V1_.jpg,In the Night Garden...,2007,6.7,,"Derek Jacobi, Nick Kellington, Andy Wareham, Rebecca Hyland, Isaac Blake, Holly Denoon",Unknown,104,"Adventure, Comedy, Family, Fantasy, Music",United Kingdom,In The Night Garden is about a magical picture-book place that exists between waking and sleeping in a child's imagination.
https://www.imdb.com/title/tt0896527/,https://m.media-amazon.com/images/M/MV5BMTM1MzY1NjI2MV5BMl5BanBnXkFtZTcwMzAxMzY1Nw@@._V1_.jpg,The Border,2009,7.2,,"James McGowan, Graham Abbey, Jonas Chernick, Mark Wilson, Jim Codrington, Catherine Disher",3,38,"Action, Crime, Drama",Canada,The cases of the Canadian Immigration and Customs Security Squad.
https://www.imdb.com/title/tt0898266/,https://m.media-amazon.com/images/M/MV5BZjgzY2QyNzItNDhhYi00ZWIwLWFjN2UtZDJkN2MxYWNjMmJjXkEyXkFqcGc@._V1_.jpg,The Big Bang Theory,2007,8.1,"Chuck Lorre, Bill Prady","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg, Kunal Nayyar, Melissa Rauch",12,279,"Comedy, Romance, Sitcom",United States,The lives of four socially awkward scientists take a wild turn when they meet the beautiful and free-spirited Penny.
https://www.imdb.com/title/tt0898332/,https://m.media-amazon.com/images/M/MV5BMTI4NTIxOTgyOV5BMl5BanBnXkFtZTcwMzI0MTU1MQ@@._V1_.jpg,Samantha Who?,2007,7.3,"Cecelia Ahern, Donald Todd","Christina Applegate, Jennifer Esposito, Kevin Dunn, Melissa McCarthy, Tim Russ, Barry Watson",2,35,"Comedy, Mystery, Romance",United States,A woman suffers from amnesia and is forced to find out who she really is.
https://www.imdb.com/title/tt0899258/,https://m.media-amazon.com/images/M/MV5BNzNlYzc0MDUtMDFhNi00ZDI3LThjMTctYjA4MjY0ZDg3MjUyXkEyXkFqcGc@._V1_.jpg,D.Gray-man,2006,7.6,Katsura Hoshino,"Sanae Kobayashi, Todd Haberkorn, Shizuka Itô, Ken'ichi Suzumura, Katsuyuki Konishi, Luci Christian",Unknown,104,"Action, Adventure, Animation, Anime, Comedy, Dark Fantasy, Drama, Japanese, Shōnen, Supernatural Fantasy",Japan,"Young Allen Walker, an exorcist, fights Akuma to save the world."
https://www.imdb.com/title/tt0902981/,https://m.media-amazon.com/images/M/MV5BNjhhZTI5ZTYtODNkMi00ZTY1LTlhMDktMjY0ZTUzNjIzMjI3XkEyXkFqcGc@._V1_.jpg,Grozovye vorota,2006,7.2,,"Elizaveta Boyarskaya, Raisa Ryazanova, Aleksandr Davydov, Yuriy Tsurilo, Aleksey Shevchenkov, Aleksey Solonchev",1,4,"Drama, Russian, War",Russia,"Based on the book ""Company"" by writer Aleksander Tamonikov. Russian special forces vs Chechen terrorists."
https://www.imdb.com/title/tt0903747/,https://m.media-amazon.com/images/M/MV5BMzU5ZGYzNmQtMTdhYy00OGRiLTg0NmQtYjVjNzliZTg1ZGE4XkEyXkFqcGc@._V1_.jpg,Breaking Bad,2008,9.5,Vince Gilligan,"Bryan Cranston, Aaron Paul, Anna Gunn, Dean Norris, Betsy Brandt, RJ Mitte",5,62,"Crime, Dark Comedy, Drama, Drug Crime, Psychological Drama, Psychological Thriller, Thriller, Tragedy",United States,A chemistry teacher diagnosed with inoperable lung cancer turns to manufacturing and selling methamphetamine with a former student to secure his family's future.
https://www.imdb.com/title/tt0904208/,https://m.media-amazon.com/images/M/MV5BMjAyMDM2ODExNF5BMl5BanBnXkFtZTgwNTI2MjkzMTE@._V1_.jpg,Californication,2007,8.3,Tom Kapinos,"David Duchovny, Natascha McElhone, Evan Handler, Pamela Adlon, Madeleine Martin, Stephen Tobolowsky",7,84,"Comedy, Drama, Raunchy Comedy",United States,"A writer tries to juggle his career, his relationship with his daughter and his ex-girlfriend, as well as his addiction to beautiful women."
https://www.imdb.com/title/tt0904627/,https://m.media-amazon.com/images/M/MV5BZmVmYjNlZGYtNmE1NC00YzczLWE0MzYtZjU4NWE2YWU0NjNiXkEyXkFqcGc@._V1_.jpg,Head Case,2007,7.5,"Robert Bauer, Alexandra Wentworth","Alexandra Wentworth, Michelle Arthur, Steve Landesberg, Rob Benedict, Aris Alvarado, Candace Brown",3,28,Comedy,United States,"Meet Therapist Dr Elizabeth Goode. She's Brash, unconventional, judgmental, but undeniably thriving as the ""it"" therapist to Hollywood's maladjusted elite. On a daily basis Dr Goode dishes her own unique methodology to a waiting room filled with a who's who from the world of entertainment, sports and music."
https://www.imdb.com/title/tt0905574/,https://m.media-amazon.com/images/M/MV5BNGE4YWY1NGYtNjQ5Zi00MTNmLWEzMjgtMjM4MjA4MWNiOTkyXkEyXkFqcGc@._V1_.jpg,1001 Nights,2006,5.4,,"Halit Ergenç, Bergüzar Korel, Tardu Flordun, Ceyda Düvenci, Yonca Sahinbas, Metin Çekmez",3,90,"Drama, Soap Opera, Turkish",Turkey,Sehrazat's boss offers to pay for her son's treatment for leukemia if she spends the night with him and when that evolves into love they face a struggle to banish the secret of that night.
https://www.imdb.com/title/tt0906069/,https://m.media-amazon.com/images/M/MV5BM2ZkY2QwMzItZDQ4Yy00NDFiLWJkZDQtOTc0NjNkMDhlMzg3XkEyXkFqcGc@._V1_.jpg,"Selo gori, a baba se ceslja",2007,5.7,,"Rados Bajic, Milorad Mandic-Manda, Ljiljana Stjepanovic, Olga Odanović, Mirko Babic, Nenad Okanovic",6,101,"Comedy, Drama, Romance",Serbia,"The adventures of the residents of Petlovac, a typical Serbian village where the old customs and values are preserved in contrast to the contemporary, alienated world of the city."
https://www.imdb.com/title/tt0907702/,https://m.media-amazon.com/images/M/MV5BMDdjZmVjNTUtNTE3ZC00ZDI4LWI0YjMtMjk1MTQ4OGYwZjcxXkEyXkFqcGc@._V1_.jpg,Wallander,2005,7.6,Henning Mankell,"Krister Henriksson, Fredrik Gunnarsson, Mats Bergman, Douglas Johansson, Marianne Mörck, Stina Ekblad",3,32,"Cop Drama, Crime, Drama, Mystery, Police Procedural, Swedish, Thriller, True Crime","Sweden, Germany, Denmark, Norway, Finland",A Swedish cop in a small town by the Baltic coast.
https://www.imdb.com/title/tt0908454/,https://m.media-amazon.com/images/M/MV5BMTEzOGY5MTQtYjM1MC00NGQzLWFlNGQtOTAwNDI4ODQ5NjRlXkEyXkFqcGc@._V1_.jpg,Gavin & Stacey,2008,8.2,"Ruth Jones, James Corden","Mathew Horne, Joanna Page, James Corden, Ruth Jones, Alison Steadman, Rob Brydon",Unknown,22,"Comedy, Drama, Romance, Sitcom",United Kingdom,"Essex and Wales collide when Gavin and Stacey fall in love, bringing their friends, family, and baggage with them."
https://www.imdb.com/title/tt0911896/,https://m.media-amazon.com/images/M/MV5BMTQ4NjE1MDU3Nl5BMl5BanBnXkFtZTcwODU5NzE5Ng@@._V1_.jpg,Made in Hollywood,2005,4.6,Cleveland O'Neal III,"Kylie Erica Mar, Julie L. Harkness, Patrick Stinson, Rahsan-Rahsan Lindsay, Mark Wahlberg, Kristen Stewart",Unknown,993,"Documentary, Talk Show",United States,"""Made In Hollywood"" provides an inside look at the new movie and DVD releases, bringing superstar talent and Hollywood magic to you."
https://www.imdb.com/title/tt0912343/,https://m.media-amazon.com/images/M/MV5BODM5MTE2N2ItYjcyYS00NDc0LTk0OTMtMGQxYmRjOTUyNjNlXkEyXkFqcGc@._V1_.jpg,"Tim and Eric Awesome Show, Great Job!",2007,7.7,"Eric Wareheim, Tim Heidecker","Tim Heidecker, Eric Wareheim, Bob Odenkirk, John C. Reilly, Richard Dunn, David Liebe Hart",Unknown,56,"Comedy, Music, Parody, Quirky Comedy, Satire, Sketch Comedy, Slapstick",United States,"Two comedians, average nobodies, and celebrity guest stars perform bizarre low-budget comedy sketches."
https://www.imdb.com/title/tt0914387/,https://m.media-amazon.com/images/M/MV5BZjJiZTAzYzgtMjFkYS00MzYwLTk3OTAtNmFkODFkOTUzZTJkXkEyXkFqcGc@._V1_.jpg,Damages,2007,8.1,"Glenn Kessler, Todd A. Kessler, Daniel Zelman","Glenn Close, Rose Byrne, Tate Donovan, Zachary Booth, Ted Danson, Anastasia Griffith",5,59,"Crime, Drama, Legal Thriller, Mystery, Thriller",United States,A law school graduate becomes the protégée of a successful high-stakes litigator.
https://www.imdb.com/title/tt0914829/,https://m.media-amazon.com/images/M/MV5BYzViZDZlNTctYTM5OS00MDYxLTkyNzYtMTFkZTUxMmJmYzc1XkEyXkFqcGc@._V1_.jpg,Bad Girls Club,2006,5.1,,"Andre Parr, Tanisha Thomas, Natalie Nunn, Neveen Ismael, Aimee Landi, Kerry Harvick",Unknown,267,"Comedy, Docusoap Reality TV, Drama, Reality TV, Romance",United States,A group of rebellious women are put in a house together in an experiment intended to moderate their behavior.
https://www.imdb.com/title/tt0917551/,https://m.media-amazon.com/images/M/MV5BNDc4MGU2YWYtMmQ5My00ZTY4LWFkMjQtNTZhOTE2NTI1ZmY0XkEyXkFqcGc@._V1_.jpg,The Mighty B!,2008,5.3,"Amy Poehler, Cynthia True, Erik Wiese","Amy Poehler, Dee Bradley Baker, Grey DeLisle, Dannah Feinglass Phirman, Andy Richter, Sarah Thyre",Unknown,67,"Animation, Comedy, Family, Farce, Slapstick","United States, Canada",Overachieving Honeybee Scout Bessie Higgenbottom attempts to earn every last Bee Badge.
https://www.imdb.com/title/tt0920448/,https://m.media-amazon.com/images/M/MV5BMGQzNDVhOTYtOGMwYy00ZjljLTg0ODktZThlM2U0OWJiN2JiXkEyXkFqcGc@._V1_.jpg,Flikken Maastricht,2007,7.3,"Jan Harm Dekker, Rolf Koot, Victor Reinier","Angela Schijf, Sergio IJssel, Victor Reinier, Oda Spelbos, Ria Eimers, Irma Hartog",20,213,"Action, Cop Drama, Crime, Drama, Dutch, Police Procedural, Thriller",Netherlands,"The personal and professional lives of two police detectives, and their colleagues in uniform, unfold in the picturesque town of Maastricht, in the south of The Netherlands."
https://www.imdb.com/title/tt0922037/,https://m.media-amazon.com/images/M/MV5BNDUyMTgwNGQtZWM2MC00ODA4LTk1MWEtNTE0MWZhZDJhMjYwXkEyXkFqcGc@._V1_.jpg,La que se avecina,2007,7.6,"Alberto Caballero, Laura Caballero, Daniel Deorador","Pablo Chiapella, Nacho Guerreros, Eva Isanta, Jordi Sánchez, Nathalie Seseña, Ricardo Arroyo",17,210,"Comedy, Sitcom, Spanish",Spain,"Follow the lives of the residents of a relatively luxurious block, the problems of sharing housing, the housing bubble, and young people's difficulties finding apartments."
https://www.imdb.com/title/tt0923293/,https://m.media-amazon.com/images/M/MV5BMjM1NjY4MjI5N15BMl5BanBnXkFtZTgwMTA4ODU4NzE@._V1_.jpg,Little Mosque on the Prairie,2007,6.6,Zarqa Nawaz,"Zaib Shaikh, Sitara Hewitt, Debra McGrath, Manoj Sood, Neil Crone, Arlene Duncan",6,91,"Comedy, Sitcom",Canada,"A satirical view at a Muslim community living in Mercy, Saskatchewan, Canada."
https://www.imdb.com/title/tt0924651/,https://m.media-amazon.com/images/M/MV5BNDIxOGZkMjEtY2VmMS00MGMxLTg2OTgtOWQ0ZmNlYTBmMzE3XkEyXkFqcGc@._V1_.jpg,The Graham Norton Show,2007,8.4,,"Graham Norton, Ricky Gervais, Dawn French, Jack Whitehall, Judi Dench, Tom Hanks",33,565,"Comedy, Talk Show",United Kingdom,"Irish comedian Graham Norton hosts his very own chat show, which includes chatting to A-list celebrities, the very famous Red Chair game, live music, lots of jokes and fun from Graham and the celebrities themselves."
https://www.imdb.com/title/tt0925266/,https://m.media-amazon.com/images/M/MV5BMTY3ODYxNjU1Nl5BMl5BanBnXkFtZTcwMTI0MTU1MQ@@._V1_.jpg,Pushing Daisies,2007,8.4,Bryan Fuller,"Lee Pace, Anna Friel, Chi McBride, Jim Dale, Ellen Greene, Swoosie Kurtz",3,23,"Comedy, Drama, Fantasy, High-Concept Comedy, Musical, Mystery, Quirky Comedy, Romance, Supernatural Fantasy, Whodunnit",United States,"A pastry chef with the power to bring dead people back to life solves murder mysteries with his resurrected childhood sweetheart, a cynical private investigator, and a lovesick waitress."
https://www.imdb.com/title/tt0925436/,https://m.media-amazon.com/images/M/MV5BOWMxMzI0ODUtYWQ4Yy00MGUzLWJjNDEtNTc3OTk0MzA3NGQ4XkEyXkFqcGc@._V1_.jpg,Idaten Jump,2006,8.5,,"Akeno Watanabe, Michael Sorich, Yuri Lowenthal, Dorothy Elias-Fahn, Philece Sampler, Dave Wittenberg",1,52,"Adventure, Animation, Anime, Comedy, Family, Japanese, Sport",Japan,"Sho Yamato and friends get transported to the X-Zone while racing. Trapped, they embark on high-stakes racing adventures, determined to unravel the mystery and find their way home."
https://www.imdb.com/title/tt0926732/,https://m.media-amazon.com/images/M/MV5BNjY1MjA5MTQ4OF5BMl5BanBnXkFtZTcwNDk1ODk0MQ@@._V1_.jpg,The Bill Engvall Show,2007,5.8,"Bill Engvall, Michael Leeson","Bill Engvall, Nancy Travis, Jennifer Lawrence, Graham Patrick Martin, Skyler Gisondo, Tim Meadows",Unknown,31,"Comedy, Family, Sitcom",United States,A sitcom revolving around the life of therapist Bill Pearson and his family.
https://www.imdb.com/title/tt0927170/,https://m.media-amazon.com/images/M/MV5BYjQyYjI4NGMtMGQ4MC00YTM4LWEzMjctZTgwNTI0YjZiZWRiXkEyXkFqcGc@._V1_.jpg,After You've Gone,2007,6.7,Fred Barron,"Nicholas Lyndhurst, Celia Imrie, Ryan Sampson, Dani Harmer, Lee Oakes, Vincent Ebrahim",3,25,Comedy,United Kingdom,"The daily lives of Jimmy, his two kids and his mother in law whilst his wife is in Africa."
https://www.imdb.com/title/tt0927944/,https://m.media-amazon.com/images/M/MV5BNjhlZTMzYjctNTdhNi00MWIwLTk4NTMtYTE1ZDcwNmI2NDA1XkEyXkFqcGc@._V1_.jpg,Der Staatsanwalt,2005,5.8,Markus Stromiedel,"Rainer Hunold, Fiona Coors, Astrid Posner, Simon Eckert, Heinrich Schafmeister, Marcus Mittermeier",Unknown,125,"Crime, Drama, German",Germany,"Cases and complicated lives of a public prosecutor and a police unit, a member of whom is the prosecutor's son, who work in Wiesbaden."
https://www.imdb.com/title/tt0928173/,https://m.media-amazon.com/images/M/MV5BNTIxY2NmYjctNzZjYi00NjhjLWFhMmMtY2E5MjQzNWMzZjEwXkEyXkFqcGc@._V1_.jpg,Swingtown,2008,7.6,Mike Kelley,"Molly Parker, Jack Davenport, Grant Show, Lana Parrilla, Miriam Shor, Shanna Collins",1,13,"Coming-of-Age, Drama, Period Drama",United States,"As America celebrates its 200th birthday, two generations of friends and neighbors in a Chicago suburb explore new freedoms and seek connections with each other in the midst of the socio/sexual revolution."
https://www.imdb.com/title/tt0928414/,https://m.media-amazon.com/images/M/MV5BMTY0MDQ3MTYwMl5BMl5BanBnXkFtZTcwODI4MDI2MQ@@._V1_.jpg,New Amsterdam,2008,7.4,"Allan Loeb, Christian Taylor","Jian Leonardo, Nikolaj Coster-Waldau, Zuleikha Robinson, Alexie Gilmore, Stephen McKinley Henderson, Robert Clohessy",1,8,"Crime, Drama, Sci-Fi",United States,A New York homicide detective is cursed with immortality.
https://www.imdb.com/title/tt0934701/,https://m.media-amazon.com/images/M/MV5BZjYwNTlmNTYtYWIxZC00MTQ4LTliYWItNDg1YjY1Yzg3YzNlXkEyXkFqcGc@._V1_.jpg,"Ni Hao, Kai-Lan",2007,5.4,"Karen Chau, Mary Harrington, Judy Rothman Rofé","Jade-Lianna Peters, Clem Cheung, Khamani Griffin, Angie Wu, Jack Samson, Ben Wang",Unknown,40,"Adventure, Animation, Drama, Family, Fantasy, Mandarin",United States,"A six-year-old girl named Kai-lan, who invites friends at her home to share in the colorful interplay of Chinese and American cultures, as well as the Mandarin language, through interactive exercises and magical stories."
https://www.imdb.com/title/tt0934744/,https://m.media-amazon.com/images/M/MV5BMTcwOTQwOTk1M15BMl5BanBnXkFtZTcwNTIxODQ2NQ@@._V1_.jpg,The Librarians,2007,7.0,"Robyn Butler, Wayne Hope","Robyn Butler, Roz Hammond, Heidi Arena, Stephen Ballantyne, Keith Brockett, Wayne Hope",3,20,"Comedy, Sitcom",Australia,What happens when you put a Catholic bigot with a panic disorder in charge of a library?
https://www.imdb.com/title/tt0934814/,https://m.media-amazon.com/images/M/MV5BMTM0ODIwNjI3NF5BMl5BanBnXkFtZTcwODU2ODUzMw@@._V1_.jpg,Chuck,2007,8.2,"Chris Fedak, Josh Schwartz","Zachary Levi, Yvonne Strahovski, Joshua Gomez, Vik Sahay, Sarah Lancaster, Scott Krinsky",5,91,"Action, Comedy, Drama, High-Concept Comedy, Spy",United States,"When a computer geek inadvertently downloads critical government secrets into his brain, both the CIA and the NSA assign an agent to protect him and exploit his newfound skills."
https://www.imdb.com/title/tt0935095/,https://m.media-amazon.com/images/M/MV5BNDQxNzM5NzU0OF5BMl5BanBnXkFtZTcwNDg0MjY0Mg@@._V1_.jpg,In Plain Sight,2008,7.4,David Maples,"Mary McCormack, Frederick Weller, Paul Ben-Victor, Nichole Hiltz, Lesley Ann Warren, Cristián de la Fuente",5,61,"Cop Drama, Crime, Drama, Mystery, Thriller",United States,U.S. Marshal Mary Shannon must hunt down witnesses for federal cases in the witness protection program while also managing a rather dysfunctional family and her own personal life.
https://www.imdb.com/title/tt0938567/,https://m.media-amazon.com/images/M/MV5BMTY2MjA2NTItYjU3ZS00MjZjLWI0OWItOTBmMjY2OTg3MWJjXkEyXkFqcGc@._V1_.jpg,Cashmere Mafia,2008,6.5,Kevin Wade,"Lucy Liu, Frances O'Connor, Miranda Otto, Bonnie Somerville, Julian Ovenden, Peter Hermann",1,7,"Comedy, Drama",United States,A group of successful female executives who have been friends since college turn to one another for guidance as they juggle their careers with family in New York City.
https://www.imdb.com/title/tt0940902/,https://m.media-amazon.com/images/M/MV5BZmVhMTAzNjUtODdhOS00MTNkLWExODEtZTdkMTM2NzdiZTJlXkEyXkFqcGc@._V1_.jpg,Notruf Hafenkante,2007,5.7,,"Harald Maack, Sanna Englund, Gerit Kling, Fabian Harloff, Rhea Harder, Matthias Schloo",20,499,"Crime, Drama, German",Germany,The stories of police officers and doctors working near the Port of Hamburg.
https://www.imdb.com/title/tt0941372/,https://m.media-amazon.com/images/M/MV5BNDdkY2Y0YTItZDY1ZC00MDBlLTgyZDAtYWNmNWQyZWQ3Y2RhXkEyXkFqcGc@._V1_.jpg,Destination Truth,2007,7.6,"Neil Mandt, Michael Mandt","Josh Gates, Gabriel Copeland, Mike Morrell, Erin Ryder, Rex Williams, Evan B. Stone",Unknown,56,Reality TV,United States,A globe-trekking reality show that follows Josh Gates around the world as he explores different sites of supernatural import.
https://www.imdb.com/title/tt0943690/,https://m.media-amazon.com/images/M/MV5BN2NhMTZiMmUtNjUyNy00ZDA5LWEwMmQtMmJmYjQwMmU5OWM4XkEyXkFqcGc@._V1_.jpg,M.I.High,2007,6.3,Keith Brumpton,"Chris Stanton, Jonny Freeman, Rachel Petladwala, Channelle Owen, Charlene Osuagwu, Ben Kerfoot",7,88,"Action, Comedy, Crime, Family, Spy, Teen Drama, Thriller",United Kingdom,Three teenage schoolchildren work as undercover agents for MI9 and fight against the criminal agency Skul.
https://www.imdb.com/title/tt0944947/,https://m.media-amazon.com/images/M/MV5BMTNhMDJmNmYtNDQ5OS00ODdlLWE0ZDAtZTgyYTIwNDY3OTU3XkEyXkFqcGc@._V1_.jpg,Game of Thrones,2011,9.2,"David Benioff, D.B. Weiss","Emilia Clarke, Peter Dinklage, Kit Harington, Lena Headey, Sophie Turner, Maisie Williams",8,74,"Action, Action Epic, Adventure, Adventure Epic, Dark Fantasy, Epic, Fantasy Epic, Psychological Drama, Sword & Sorcery, Tragedy","United States, United Kingdom","Nine noble families fight for control over the lands of Westeros, while an ancient enemy returns after being dormant for millennia."
https://www.imdb.com/title/tt0945090/,https://m.media-amazon.com/images/M/MV5BN2FhYTdiOTItYmE2Ni00YzliLWFhNTAtMmUxYmY1ODBiZGJlXkEyXkFqcGc@._V1_.jpg,Foursome,2006,6.3,,"Mandy Pauline, Jason, Chris, Tawny Amber Young, Jaiya Ma, Nicole",5,56,Reality TV,United States,"A reality show where four contestants (two male and two female) stay in a huge house together where they interact, build relationships and have hardcore sex."
https://www.imdb.com/title/tt0946601/,https://m.media-amazon.com/images/M/MV5BMDNmZTYyOTUtZTA5OS00N2E4LWEyOGEtMjgwODQwNTc2NzBmXkEyXkFqcGc@._V1_.jpg,Ruby Gloom,2006,7.7,"Carolyn Hay, Martin Hsu","Sarah Gadon, Stacey DePass, Emily Hampshire, Scott McCord, Adrian Truss, Peter Keleghan",1,40,"Animation, Comedy, Family, Horror","Canada, United States","The adventures of Ruby Gloom, a curiously cheerful girl who lives in a gothic mansion along with her friends Skull Boy, Iris, Misery, Frank & Len, Poe, Boo Boo, and Doom Kitty."
https://www.imdb.com/title/tt0948103/,https://m.media-amazon.com/images/M/MV5BMGJlODA2ZmItOTRiZS00NWM5LWJlNTQtYzI5MTNiZjA2MGFjXkEyXkFqcGc@._V1_.jpg,Gurren Lagann,2007,8.3,Kazuki Nakashima,"Tetsuya Kakihara, Shizuka Itô, Yuri Lowenthal, Marina Inoue, Michelle Ruff, Masaya Onosaka",Unknown,28,"Action, Action Epic, Adult Animation, Adventure, Anime, Dystopian Sci-Fi, Hand-Drawn Animation, Italian, Mecha, Sci-Fi Epic",Japan,"Two friends, Simon and Kamina, become the symbols of rebellion against the powerful Spiral King, who forced mankind into subterranean villages."
